_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
240,Recreation,"Tourism, Culture and Sport",Barrie,Centennial Park Improvements,Complete,Jan-18,"Install a basketball court, convertible to an artificial ice rink in winter","Provide better, more accessible outdoor space for physical activity",Simcoe,Central,85-95 Lakeshore Drive,L4N 7R6,,0,,Yes,,Yes,,44.376944,-79.688695
241,Recreation,"Tourism, Culture and Sport",Bayham,Vienna Memorial Park,Complete,Jul-17,Upgrading playground and electrical equipment,"Provide better, more accessible outdoor space for physical activity",Elgin,Southwest,6226 Plank Road,N0J 1Z0,,0,,Yes,,Yes,,42.679836,-80.788809
242,Recreation,"Tourism, Culture and Sport",Belleville,Quinte Rowing Club Improvements,Complete,Feb-18,"New dock, repairs to ceiling and floors",,Hastings,East,35 Keegan Parkway,K8N 5R1,,0,,Yes,,Yes,,44.163588,-77.354131
243,Recreation,"Tourism, Culture and Sport",Billings,Billings Tp,Complete,Feb-23,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by building a new pedestrian bridge and realigning the river trail system to allow full access to the trails on both sides of the river. ",,Manitoulin,Northeast,39 Henry Drive,P0P 1J0,,500000,,Yes,,,,45.907151,-82.257376
244,Recreation,"Tourism, Culture and Sport",Bonfield,Bonfield Tp,Complete,Mar-23,"Our Municipality, with a $123,500 Community Building Fund – Capital stream grant over 12 months, will address a community need by installing sun and rain protection curtains to ensure safe conditions for year-round covered rink and skateboarding use. ",,Nipissing,Northeast,365 Highway 531,P0H 1E0,,123500,,Yes,,,,46.23893,-79.15031
245,Recreation,"Tourism, Culture and Sport",Bonnechere Valley,Eganville Community Arena Improvements,Complete,Oct-17,"Replace the brine system, ice pad and dehumidifiers",Improved space for physical activity,Renfrew,East,178 Jane St,K0J 1T0,,0,,Yes,,Yes,,45.523817,-77.080586
246,Recreation,"Tourism, Culture and Sport",Brampton,Brampton C,Complete,Jan-23,"Our Municipality, with a $182,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by retrofitting and building a larger, more inclusive and accessible playground in Eastbourne Park for all community members to enjoy. ",,Peel,Central,764 Balmoral Drive,L6T 3M1,,182000,,Yes,,,,43.722467,-79.693066
247,Recreation,"Tourism, Culture and Sport",Brighton,King Edward Park Municipal Tennis Courts Improvements,Complete,Sep-17,Repair outdoor tennis courts and install LED sport lights,"Provide better, more accessible outdoor space for physical activity",Northumberland,East,75 Elizabeth Street,K0K 1H0,,0,,Yes,,Yes,,44.042887,-77.729318
248,Recreation,"Tourism, Culture and Sport",Brighton,Brighton M,Complete,Jan-23,"Our Municipality, with a $410,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the leaking membrane roof on the arena and community centre and ensure their long term use for community members. ",,Northumberland,East,75 Elizabeth Street,K0K 1H0,,410000,,Yes,,,,44.04306,-77.730505
249,Recreation,"Tourism, Culture and Sport",Brockton,The Walkerton Golf and Curling Club Improvements,Complete,Aug-17,Replace wooden boardwalk,"Provide better, more accessible space for physical activity",Bruce,Southwest,164 Bruce Road 2,N0G 2V0,,0,,Yes,,Yes,,44.089453,-81.338981
250,Recreation,"Tourism, Culture and Sport",Brockville,Brockville Railway Tunnel,Complete,Aug-17,Retrofit Canada's first railway tunnel and adjacent railway property,"Provide better, more accessible recreational space for physical activity",Leeds and Grenville,East,1 Water Street W,K6V 3L5,,0,,Yes,,Yes,,44.589581,-75.681912
251,Recreation,"Tourism, Culture and Sport",Burlington,Burlington Curling Club Improvements,Complete,Oct-17,Installing a new ammonia/brine chiller,Improved space for physical activity,Halton,Central,2295 New St,L7R 1J4,,0,,Yes,,Yes,,43.334415,-79.790335
252,Recreation,"Tourism, Culture and Sport",Caledon,Mayfield Recreation Complex Improvements,Complete,Dec-17,Replace arena floor and boards,Improved facility for physical activity,Peel,Central,12087 Bramalea Rd,L7C 2P9,,0,,Yes,,Yes,,43.775223,-79.785815
253,Recreation,"Tourism, Culture and Sport",Caledon,Caledon T,Complete,Feb-23,"Our Municipality, with a $399,400 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the heating, ventilation and air conditioning system that services the pool area at the Caledon Centre for Recreation and Wellness. ",,Peel,Central,14111 Hwy 50,L7E 2V2,,399400,,Yes,,,,43.890726,-79.752299
254,Recreation,"Tourism, Culture and Sport",Cambridge,Shade's Mills Conservation Area - Beach Volleyball Courts Improvements,Complete,May-17,Upgrades and renovations to existing beach volleyball courts,"Provide better, more accessible outdoor space for physical activity",Waterloo,Southwest,450 Avenue Rd,N1R 5S4,,0,,Yes,,Yes,,43.378672,-80.282925
255,Recreation,"Tourism, Culture and Sport",Cambridge,Cambridge C,Under construction,May-23,"Our Municipality, with a $376,400 Community Building Fund – Capital stream grant over 12 months, will address a community need by making multiple capital improvements and repairs to the City's only outdoor pool to extend its use and support community recreation. ",,Waterloo,Southwest,515 William Street,N3H 3W6,,376400,,Yes,,,,43.399019,-80.358797
256,Recreation,"Tourism, Culture and Sport",Carleton Place,Riverside Park Improvements,Complete,Nov-17,"New paved pathways, washrooms and splash pad equipment",,Lanark,East,137 John St,K7C 1N7,,0,,Yes,,Yes,,45.135401,-76.147601
257,Recreation,"Tourism, Culture and Sport",Central Frontenac,Central Frontenac Tp,Under construction,May-23,"Our Municipality, with a $134,600 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the outdoor rink floor and boards and renovating the rink shack to accommodate year-round use and programming. ",,Frontenac,East,5998 Arden Road,K0H 1B0,,134600,,Yes,,,,44.720282,-76.923867
258,Recreation,"Tourism, Culture and Sport",Central Huron,Central Huron Pool House Improvements,Complete,Sep-17,Upgrades and renovations to existing building,"Provide better, more accessible pool house for physical activity",Huron,Southwest,95 Park Lane,N0M 1L0,,0,,Yes,,Yes,,43.619513,-81.537724
259,Recreation,"Tourism, Culture and Sport",Central Manitoulin,J.H. Burt Memorial Arena Improvements,Complete,Jun-17,Construction of an accessible entrance way,"Provide better, more secure and accessible facilities",Manitoulin,Northeast,6032 Hwy. 542,P0P 1S0,,0,,Yes,,Yes,,45.732608,-82.163613
260,Recreation,"Tourism, Culture and Sport",Chatham-Kent,Chatham-Kent M,Under construction,2023,"Our Municipality, with a $429,600 Community Building Fund – Capital stream grant over 12 months, will address a community need by retrofitting existing municipal parks with new pickleball courts, which includes adding new fences, nets and accessible sidewalks. ",,Chatham-Kent,Southwest,701 McNaughton Ave W.,N7L 5P7,,429600,,Yes,,,,42.398949,-82.224007
261,Recreation,"Tourism, Culture and Sport",Collingwood,Collingwood T,Complete,Jan-23,"Our Municipality, with a $394,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by repairing and tiling the main pool at the Centennial Aquatic Centre to eliminate need for repainting and maximize use of the facility. ",,Simcoe,Central,451 Third Street,L9Y 1L9,,394000,,Yes,,,,44.497708,-80.230793
262,Recreation,"Tourism, Culture and Sport",Douro-Dummer,Camp Kawartha Improvements,Complete,Aug-17,Replacing climbing wall,"Provide better, more accessible space for physical activity",Peterborough,East,1010 Birchview Road,K0L2H0,,0,,Yes,,Yes,,44.512369,-78.186629
263,Recreation,"Tourism, Culture and Sport",Edwardsburgh-Cardinal,Johnstown Community Pool Improvements,Complete,Nov-17,Upgrading pool filtration system,Improved swimming pool for physical activity,Leeds and Grenville,East,24 Sutton Drive,K0E 1T1,,0,,Yes,,Yes,,44.755661,-75.467909
264,Recreation,"Tourism, Culture and Sport",Enniskillen,Enniskillen Tp,Complete,Jan-23,"Our Municipality, with a $218,800 Community Building Fund – Capital stream grant over 12 months, will address a community need by updating our pavilion washroom facility and sidewalks to make them accessible. ",,Lambton,Southwest,3879 Prince Street,N0N 1R0,,218800,,Yes,,,,42.905468,-82.169721
265,Recreation,"Tourism, Culture and Sport",Essa,Angus Recreation Centre Improvements,Complete,Jan-18,Install a new roof and drain pipes,,Simcoe,Central,8527 County Rd.10,L0M 1B2,,0,,Yes,,Yes,,44.314015,-79.884456
266,Recreation,"Tourism, Culture and Sport",Essex,Chrysler Canada Greenway,Complete,Sep-17,Resurface the trail,,Essex,Southwest,311-360 Fairview Ave. W,N8M 1Y6,,0,,Yes,,Yes,,42.161927,-82.826632
267,Recreation,"Tourism, Culture and Sport",Fort Erie,Fort Erie T,Under construction,May-23,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by installing a splash pad at an outdoor aquatic park to provide community members with a free, safe, and accessible facility. ",,Niagara,Central,100 Gilmore Road,L2A 2M1 ,,500000,,Yes,,,,42.920775,-78.91697
268,Recreation,"Tourism, Culture and Sport",Gravenhurst,Camp Winston Lodge Improvements,Complete,Apr-18,Structural upgrades and retrofit,"Provide better, more secure and accessible facilities",Muskoka,Central,1147 River Lane Private,P0E 1G0,,0,,Yes,,Yes,,44.809974,-79.372015
269,Recreation,"Tourism, Culture and Sport",Greater Sudbury,YMCA Aquatics Centre Improvements ,Complete,Jul-17,Upgrades and renovations to existing building,Improved swimming pool for physical activity,Sudbury,Northeast,140 Durham Street,P3E 3M7,,0,,Yes,,Yes,,46.489935,-80.994611
270,Recreation,"Tourism, Culture and Sport",Greenstone,Longlac Sportsplex Improvements,Complete,Oct-17,"Replace arena boards, install new safety glass and other upgrades",,Thunder Bay,Northwest,200 Picnic Point Road,P0T 2A0,,0,,Yes,,Yes,,49.776581,-86.532826
271,Recreation,"Tourism, Culture and Sport",Halton Hills,Acton Curling Club Improvements,Complete,Sep-17,"Upgrades and renovations to existing building, and install air conditioning","Provide better, more secure and accessible facilities",Halton,Central,242 Churchill Road,L7J 2M2,,0,,Yes,,Yes,,43.631809,-80.040841
272,Recreation,"Tourism, Culture and Sport",Hamilton,Ancaster Aquatic Centre Improvements,Complete,Jul-17,Upgrades and renovations to existing building,"Provide better, more secure and accessible facilities",Hamilton,Central,47 Meadowbrook Dr,L9G 3K8,,0,,Yes,,Yes,,43.215279,-80.006089
273,Recreation,"Tourism, Culture and Sport",Hamilton,The Kiwanis Trillium Playground Improvements,Complete,Jul-18,Upgrading playground equipment,"Provide better, more accessible outdoor space for physical activity",Hamilton,Central,281 Queenston Rd.,L8K 1G9,,0,,Yes,,Yes,,43.234539,-79.791947
274,Recreation,"Tourism, Culture and Sport",Hamilton,Inasmuch House Playground Improvements,Complete,Dec-17,Upgrading playground equipment,"Provide better, more accessible outdoor space for physical activity",Hamilton,Central,82 Stuart Street,L8L 1B5,,0,,Yes,,Yes,,43.266775,-79.868138
275,Recreation,"Tourism, Culture and Sport",Hamilton,Hamilton C,Complete,Jan-23,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing aged splash pad and infrastructure at Eastwood Park with a new, safe, accessible and efficient splash pad for extended community use. ",,Hamilton,Central,111 Burlington Street East,L8L 4G9,,500000,,Yes,,,,43.271704,-79.855631
276,Recreation,"Tourism, Culture and Sport",Hamilton Township,Castlehill Park Improvements,Complete,Sep-17,Upgrading playground equipment,"Provide better, more accessible outdoor space for physical activity",Northumberland,East,30 Stoneridge Court,K9A 4J9,,0,,Yes,,Yes,,43.994605,-78.186586
277,Recreation,"Tourism, Culture and Sport",Hanover,Hanover T,Complete,Feb-23,"Our Municipality, with a $160,700 Community Building Fund – Capital stream grant over 12 months, will address a community need by purchasing and installing accessible playground equipment for two community parks to replace outdated equipment and improve accessibility for community members. ",,Grey,Southwest,310 17th Avenue,NAN 0A1,,160700,,Yes,,,,44.150361,-81.017118
278,Recreation,"Tourism, Culture and Sport","Head, Clara and Maria",Stonecliffe Community Centre Baseball Diamond Improvements ,Complete,Mar-18,Upgrades to baseball field and spectator area,"Provide better, more accessible outdoor space for physical activity",Renfrew,East,15 Township Hall Road,K0J 2K0,,0,,Yes,,Yes,,46.206084,-77.882045
279,Recreation,"Tourism, Culture and Sport",Huron Shores,Iron Bridge Recreation Centre Improvements,Complete,Feb-18,New roof and upgrades to existing building,Improved facility with better energy efficiency,Algoma,Northeast,1 Chiblow Lake Road,P0R 1H0,,0,,Yes,,Yes,,46.292092,-83.280837
280,Recreation,"Tourism, Culture and Sport",Huron-Kinloss,Huron-Kinloss Tp,Complete,Mar-23,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address public health requirements identified through COVID-19 by renovating the main entrance to include accessible doors and adding two accessible dressing rooms to meet the needs of community members. ",,Bruce,Southwest,17 Queen St,N0G 2R0,,500000,,Yes,,,,44.073848,-81.5809
281,Recreation,"Tourism, Culture and Sport",Innisfil,Innisfil T,Complete,Feb-23,"Our Municipality, with a $324,700 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing cooling system, fire alarms, roof, interior and exterior doors, flooring and ceiling tiles throughout the South Innisfil Community Centre. ",,Simcoe,Central,1354 Killarney Beach Rd,L0L 1W0,,324700,,Yes,,,,44.263862,-79.556787
282,Recreation,"Tourism, Culture and Sport",Kenora,Kenora C,Complete,Jan-23,"Our Municipality, with a $260,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by renovating Norman Park to create a fully accessible playground for users of all ages and abilities to enjoy. ",,Kenora,Northwest,35 Minnesota Street,P9N 3W5,,260000,,Yes,,,,49.762115,-94.5252
283,Recreation,"Tourism, Culture and Sport",Kitchener,Kitchener C,Complete,Feb-23,"Our Municipality, with a $394,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the roof membrane and insulation of the Breithaupt Pool and Community Centre to extend the life of the facility. ",,Waterloo,Southwest,350 Margaret Ave,N2H 6S5,,394000,,Yes,,,,43.466379,-80.495944
284,Recreation,"Tourism, Culture and Sport",Lake of Bays,Lake of Bays Tp,Under construction,2023,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by upgrading the refrigeration system to be more efficient and environmentally friendly, extending the life of this community centre. ",,Muskoka,Central,10 University Street,P0B 1A0,,500000,,Yes,,,,45.146643,-79.116983
285,Recreation,"Tourism, Culture and Sport",Lakeshore,Town of Lakeshore Community Park Improvements ,Complete,Apr-17,Installing automatic washroom door openers/locks,"Provide better, more secure and accessible facilities",Essex,Southwest,419 Notre Dame St.,N0R 1A0,,0,,Yes,,Yes,,42.29344,-82.70243
286,Recreation,"Tourism, Culture and Sport",LaSalle,LaSalle T,Complete,Mar-23,"Our Municipality, with a $398,200 Community Building Fund – Capital stream grant over 12 months, will address a community need by repairing the ice refrigeration system, installing a new roof, and updating the heating, ventilation and air conditioning units of our multi-use recreational facility. ",,Essex,Southwest,2121 Laurier Drive,N9J 0B4,,398200,,Yes,,,,42.221927,-83.050958
287,Recreation,"Tourism, Culture and Sport",Leeds and the Thousand Islands,Seeley's Bay Centennial Park Improvements,Complete,Jul-17,Renovate park,"Provide better, more accessible outdoor space for physical activity",Leeds and Grenville,East,107 haskins point Road,K0E 2H0,,0,,Yes,,Yes,,44.477412,-76.238219
288,Recreation,"Tourism, Culture and Sport",London,Camp Woodeden Improvements,Complete,Nov-17,"Upgrades to pathways, pavilion area and outdoor lighting","Provide better, more accessible outdoor space for physical activity",Middlesex,Southwest,2311 Oxford St. W.,N6K 4P1,,0,,Yes,,Yes,,42.968455,-81.377241
289,Recreation,"Tourism, Culture and Sport","Macdonald, Meredith and Aberdeen Add'l",Echo Bay Elks Lodge No. 535 Improvements,Complete,Sep-18,Retrofit ball fields and equipment storage areas,"Provide better, more accessible outdoor space for physical activity",Algoma,Northeast,96 Church Street,P0S 1C0,,0,,Yes,,Yes,,46.470538,-83.973858
290,Recreation,"Tourism, Culture and Sport",Manitoulin,Meldrum Bay Marina Improvements,Complete,Dec-17,Critical upgrades to existing marina,,Manitoulin,Northeast,25932 Highway 540 ,P0P 1R0,,0,,Yes,,Yes,,45.927089,-83.114031
291,Recreation,"Tourism, Culture and Sport",Mattawa,Playground at Calvin Community Centre Improvements,Complete,Aug-17,Upgrading playground equipment,"Provide better, more accessible outdoor space for physical activity",Nipissing,Northeast,1355 Peddlers Dr.,P0H 1V0,,0,,Yes,,Yes,,46.308144,-78.715632
292,Recreation,"Tourism, Culture and Sport",Midland,North Simcoe Sports and Recreation Centre Improvements,Complete,Feb-18,Installing automatic doors and 4 automatic door-openers,"Provide better, more secure and accessible facilities",Simcoe,Central,527 Len Self Blvd,L4R 5N6,,0,,Yes,,Yes,,44.744028,-79.881806
293,Recreation,"Tourism, Culture and Sport",Mississauga,Fairfields Swimming Club Improvements,Complete,Feb-18,Renovation of existing outdoor pool,Improved outdoor swimming pool for physical activity,Peel,Central,1801 Lakeshore Road West,L5J 4S6,,0,,Yes,,Yes,,43.516594,-79.624919
294,Recreation,"Tourism, Culture and Sport",Muskoka Lakes,Camp Oochigeas Creative Arts and Music Centre Improvements,Complete,Mar-18,Expanding existing building,,Muskoka,Central,4256 Highway 141,P0C 1J0,,0,,Yes,,Yes,,45.236339,-79.57812
295,Recreation,"Tourism, Culture and Sport",Newmarket,Ray Twinney Recreation Complex Improvements,Complete,Aug-18,Upgrades and renovations to existing building,"Provide better, more secure and accessible facilities",York,Central,100 Eagle St W,L3Y 1J4,,0,,Yes,,Yes,,44.044257,-79.486324
296,Recreation,"Tourism, Culture and Sport",Norfolk County,Norfolk Co,Under construction,2023,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by renovating and upgrading the Delhi Kinsmen Pool complex including new filtration system, accessible entrances, flooring, walls, plumbing, electrical and changeroom enhancements. ",,Haldimand-Norfolk,Southwest,336 Talbot Road,N4B 2A1,,500000,,Yes,,,,42.8557,-80.50666
297,Recreation,"Tourism, Culture and Sport",North Dumfries,Ayr Curling Club Improvements,Complete,Sep-17,Replacing ice plant system,Improved space for physical activity,Waterloo,Southwest,210 Northumberland Street,N0B 1E0,,0,,Yes,,Yes,,43.329706,-80.496194
298,Recreation,"Tourism, Culture and Sport",North Dundas,Winchester Curling Club Improvements,Complete,Jul-17,Upgrades to the existing building,,"Stormont, Dundas and Glengarry",East,587 Main St,K0C 2K0,,0,,Yes,,Yes,,45.139743,-75.419248
299,Recreation,"Tourism, Culture and Sport",North Glengarry,North Glengarry Tp,Complete,Feb-23,"Our Municipality, with a $490,600 Community Building Fund – Capital stream grant over 12 months, will address a community need by installing a heating, ventilation and air conditioning unit to the arena area, creating a year-round venue for sports and recreation. ",,"Stormont, Dundas and Glengarry",East,25 Fair Street,K0C 1A0,,490600,,Yes,,,,45.292279,-74.853303
300,Recreation,"Tourism, Culture and Sport",North Huron,North Huron Aquatic Centre Improvements,Complete,Oct-17,Replacing mechanical equipment and pool liner,Improved facility for physical activity,Huron,Southwest,99 Kerr Dr,N0G 2W0,,0,,Yes,,Yes,,43.880232,-81.31431
301,Recreation,"Tourism, Culture and Sport",North Kawartha,North Kawartha Tp,Under construction,May-23,"Our Municipality, with a $156,700 Community Building Fund – Capital stream grant over 12 months, will address a community need by creating accessible parking, entrances, washrooms and kitchen making the Glen Alda Community Centre fully accessible and extending the life of the facility. ",,Peterborough,East,3723 County Road 620,K0L 1A0,,156700,,Yes,,,,44.841933,-77.939852
302,Recreation,"Tourism, Culture and Sport",Oakville,Oakville Curling Club Improvements,Complete,Sep-17,"Upgrade ice-making equipment, water distillation system, and lighting","Provide better, more accessible space for physical activity",Halton,Central,224 Allan Street,L6J 6L2,,0,,Yes,,Yes,,43.451434,-79.669636
303,Recreation,"Tourism, Culture and Sport",Ontario,Hawkesbury T,Complete,Nov-22,"Our organization, with a $265,500 Community Building Fund – Capital stream grant over 6 months, will address a community need by building a multipurpose fiberboard rink at three municipal parks to provide year-round recreational use for members throughout the community. ",,Ontario,TBD,"500 West St., Hawkesbury/470 Abbott St., Hawkesbury/527 James St., Hawkesbury",K6A 2R1K6A 2E2K6A 1T7,,265500,,Yes,,,,45.60732|45.605064|45.603843,-74.62556|-74.59104|-74.61384
304,Recreation,"Tourism, Culture and Sport",Ontario,Midland T,Complete,Feb-23,"Our Municipality, with a $287,100 Community Building Fund – Capital stream grant over 12 months, will address a community need by resurfacing two recreational courts and replacing nets and posts for tennis and basketball, providing residents with safe and affordable opportunities to play. ",,Ontario,TBD,"606 Little Lake Park Rd, Midland/87 Sixth St, Midland",L4R 2E1L4R 3X3,,287100,,Yes,,,,44.74232|44.75196,-79.88692|-79.89812
305,Recreation,"Tourism, Culture and Sport",Ontario,Dysart et al Tp,Under construction,May-23,"Our Municipality, with a $162,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by renovating and transforming two outdoor rinks into multi-purpose courts for hockey, pickleball and basketball and adding benches for rest area. ",,Ontario,TBD,"1032 Midway St, Harcourt/1061 Kennisis Lake Rd, Haliburton",K0L 1X0K0M 1S0,,162000,,Yes,,,,45.08373|45.11134,-78.1553|-78.60057
306,Recreation,"Tourism, Culture and Sport",Ontario,Brant Co,Complete,Jan-23,"Our Municipality, with a $136,300 Community Building Fund – Capital stream grant over 12 months, will address public health requirements identified through COVID-19 by enhancing air quality with ultraviolet air purification units and installing touchless faucets and dispensers in our five local community centres. ",,Ontario,TBD,"944 Powerline Rd, Paris/14 Potter Dr, Burford/85 Simcoe St, Scotland/7 Gaukel Dr, St. George/51 William St, Paris",N3L 0B2N0E 1A0N0E 1R0N0E 1N0N3L 1L2,,136300,,Yes,,,,43.16929|43.09982|43.03146|43.24707|43.19452,-80.37822|-80.43455|-80.37831|-80.25915|-80.38124
307,Recreation,"Tourism, Culture and Sport",Ontario,Wellesley Tp,Under construction,2023,"Our Municipality, with a $140,800 Community Building Fund – Capital stream grant over 12 months, will address public health requirements identified through COVID-19 by upgrading heating, ventilation and dehumidification units throughout various community facilities to improve air quality and circulation. ",,Ontario,TBD,"1 Green St, St Clements/5279 Ament Line, Linwood",N0B 2M0N0B 2A0,,140800,,Yes,,,,43.52689|43.58382,-80.6483|-80.72917
308,Recreation,"Tourism, Culture and Sport",Oshawa,Oshawa Waterfront Trail Improvements,Complete,Mar-18,Rehabilitatea pedestrian bridge,,Durham,Central,169 Harbour Rd.,L1H 8L1,,0,,Yes,,Yes,,43.862505,-78.828878
309,Recreation,"Tourism, Culture and Sport",Ottawa,Ottawa Gymnastics Centre Improvements,Complete,Jul-17,"Transform an in-ground pit into a high performance, raised foam pit",Improved space for physical activity,Ottawa,East,294 Elmgrove Ave,K1Z 6V1,,0,,Yes,,Yes,,45.394419,-75.752499
310,Recreation,"Tourism, Culture and Sport",Ottawa,Ottawa River Canoe Club Improvements,Complete,Sep-17,"Upgrades and renovation to existing building, installation of a new dock","Provide better, more secure and accessible facilities",Ottawa,East,82 Aero Drive,K2H 5E4,,0,,Yes,,Yes,,45.34469,-75.825966
311,Recreation,"Tourism, Culture and Sport",Parry Sound,Parry Sound T,Complete,Mar-23,"Our Municipality, with a $240,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing seven heating, ventilation, and air conditioning units to improve air quality and circulation in the community centre. ",,Parry Sound,Northeast,7 Mary Street,P2A 1C8,,240000,,Yes,,,,45.345683,-80.031536
312,Recreation,"Tourism, Culture and Sport",Pelham,Pelham T,Complete,Jan-23,"Our Municipality, with a $489,800 Community Building Fund – Capital stream grant over 12 months, will address a community need by redeveloping Centennial Park’s current multi-purpose court into a dedicated basketball and ball hockey court and creating six new pickleball courts. ",,Niagara,Central,999 Church Street,L0S 1C0,,489800,,Yes,,,,43.021255,-79.361379
313,Recreation,"Tourism, Culture and Sport",Penetanguishene,Penetanguishene T,Complete,Mar-23,"Our Municipality, with a $500,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the roof over the arena and Brian Orser Hall at the Penetanguishene Memorial Community Centre to extend life of the facility. ",,Simcoe,Central,61 Maria Street,L9M 2G2,,500000,,Yes,,,,44.765298,-79.92798
314,Recreation,"Tourism, Culture and Sport",Perth County,Perth Co,Complete,Feb-23,"Our Municipality, with a $400,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing the aged roof on the indoor community pool ensuring continuity of service for all users. ",,Perth,Southwest,3 Sunset Boulevard,K7H 0A1,,400000,,Yes,,,,44.904606,-76.258729
315,Recreation,"Tourism, Culture and Sport",Peterborough,Barnardo Park Improvements,Complete,Jul-18,Upgrading playground equipment and parkland,"Provide better, more accessible outdoor space for physical activity",Peterborough,East,955 Barnardo Ave,K9H 5W9,,0,,Yes,,Yes,,44.325427,-78.33005
316,Recreation,"Tourism, Culture and Sport",Pickering,Pickering C,Under construction,2023,"Our organization, with a $386,000 Community Building Fund – Capital stream grant over 12 months, will address a community need by replacing flooring and bleachers and repairing water damaged roofing over the tennis courts in the community's only multi-purpose recreation facility. ",,Durham,Central,1867 Valley Farm Rd.,L1V 6K7,,386000,,Yes,,,,43.839555,-79.080026
317,Recreation,"Tourism, Culture and Sport",Plympton-Wyoming,Canton Park Improvements,Complete,Jun-18,"Retrofit baseball dugouts, backstop and netting","Provide better, more accessible outdoor space for physical activity",Lambton,Southwest,669 London Street ,N0N 1T0,,0,,Yes,,Yes,,42.952218,-82.120587
318,Recreation,"Tourism, Culture and Sport",Prince Edward County,Prince Edward Fitness & Aquatic Centre Improvements,Complete,Jun-18,Upgrade entrance and reception desk,"Provide better, more secure and accessible facilities",Prince Edward,East,13263B Loyalist Parkway,K0K 2T0,,0,,Yes,,Yes,,44.05124,-77.230344
319,Recreation,"Tourism, Culture and Sport",Quinte West,Trenton Curling Club Improvements,Complete,Nov-17,Install energy efficient lighting,"Provide better, more secure and accessible facilities",Hastings,East,293 King Street,K8V 3X4,,0,,Yes,,Yes,,44.098508,-77.5895
320,Recreation,"Tourism, Culture and Sport",Sarnia,Sarnia C,Complete,Feb-23,"Our Municipality, with a $367,900 Community Building Fund – Capital stream grant over 12 months, will address a community need by creating more accessible pathways into our park and repairing the concrete around the pool. ",,Lambton,Southwest,334 Russel Street South,N7T 3L9,,367900,,Yes,,,,42.962388,-82.390889
321,Recreation,"Tourism, Culture and Sport",Selwyn,Selwyn Tp,Under construction,2023,"Our Municipality, with a $407,800 Community Building Fund – Capital stream grant over 12 months, will address a community need by resurfacing four local tennis courts and a basketball court and installing updated posts, nets and fencing to improve safety and longevity. ",,Peterborough,East,2 Hague Boulevard,K0L 2H0,,407800,,Yes,,,,44.425125,-78.275587
322,Recreation,"Tourism, Culture and Sport",Severn,Severn Tp,Complete,Nov-22,"Our Municipality, with a $110,000 Community Building Fund – Capital stream grant over 6 months, will address a community need by replacing the front entrance doors of the Washago Community Centre with automatic sliding doors for touchless entry and improved accessibility. ",,Simcoe,Central,4361 Hamilton Street,L0K 2B0,,110000,,Yes,,,,44.750898,-79.334404
323,Recreation,"Tourism, Culture and Sport",South Dundas,Morrisburg Arena Improvements,Complete,Dec-17,Upgrade ice pad surface,"Provide better, more accessible space for physical activity","Stormont, Dundas and Glengarry",East,28 Ottawa St,K0C 1X0,,0,,Yes,,Yes,,44.920683,-75.219436
324,Recreation,"Tourism, Culture and Sport",South Frontenac,Harrowsmith and District Social and Athletic Club Improvements,Complete,Dec-17,"New steel roof, electrical system and insulation",Improved facility with better energy efficiency,Frontenac,East,4041 Colebrook Rd,K0H 1V0,,0,,Yes,,Yes,,44.360069,-76.672223
325,Recreation,"Tourism, Culture and Sport",South Frontenac,Point Park Improvements,Complete,Jun-17,Resurface tennis courts and upgrading playground equipment,"Provide better, more accessible outdoor space for physical activity",Frontenac,East,4410 Point Road,K0H 2T0,,0,,Yes,,Yes,,44.410762,-76.592002
326,Recreation,"Tourism, Culture and Sport",Southgate,Dundalk Skateboard Park Improvements,Complete,Jun-17,Replace skateboard ramps,"Provide better, more accessible outdoor space for physical activity",Grey,Southwest,550 Main Street East,N0C 1B0,,0,,Yes,,Yes,,44.176345,-80.383911
